TRANSFORMATION_SCHEME_ID,TRANSFORMATION_ID,EXPRESSION,Validation result,Type,EXPRESSION2,Validation result2,SintaxInfo
G_F_18_00_c_FINREP_1,G_F_18_00_c_FINREP_1_1,"/*Finally we add the (non-reference) variable Unit (Unit) (that is specified as an input parameter in the cube Parameters)*/F_18_00_c := F_18_00_c [calc CNSTNT_Unit as ""Unit"" role Identifier]",FALSO,clause,F_18_00_c := F_18_00_c [calc Unit := CNSTNT_Unit identifier],,
G_F_18_00_c_REF_UNFLDD_FINREP_1,G_F_18_00_c_REF_UNFLDD_FINREP_1_0,"/*The cube Commitments given, customers, protections (FinRep) (CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP), that acts as an input for the generation of the cube Information on performing and non-performing exposures (III) - Reference (unfolded) (F_18_00_c_REF_UNFLDD), is restricted to the variables of the resulting cube (i.e. Information on performing and non-performing exposures (III) - Reference (unfolded) (F_18_00_c_REF_UNFLDD)), namely Accounting classification (ACCNTNG_CLSSFCTN), Reference date (DT_RFRNC), Enterprise size (ENTRPRS_SZ), Maximum amount of the guarantee that can be considered (GRNT_MXMM_AMNT_CNSDRD), Institutional sector (INSTTTNL_SCTR), Is held for sale (IS_HFS), Observed agent internal identifier (OBSRVD_AGNT_INTRNL_ID), Performing status (PRFRMNG_STTS), Purpose (PRPS), Perspective identifier (PRSPCTV_ID), Type of accounting item (TYP_ACCNTNG_ITM), Type of collateral or guarantee received (TYP_CLLTRL_GRNT_RCVD), Type of instrument (TYP_INSTRMNT)*/CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP := CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP [keep(ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, GRNT_MXMM_AMNT_CNSDRD role Measure)]",FALSO,clause,"CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP := CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP [keep ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, GRNT_MXMM_AMNT_CNSDRD role Measure]",,
G_F_18_00_c_REF_UNFLDD_FINREP_1,G_F_18_00_c_REF_UNFLDD_FINREP_1_1,"/*The cube Debt securities, debtors, protections (FinRep) (DBT_SCRTS_DBTRS_PRTCTNS_FINREP), that acts as an input for the generation of the cube Information on performing and non-performing exposures (III) - Reference (unfolded) (F_18_00_c_REF_UNFLDD), is restricted to the variables of the resulting cube (i.e. Information on performing and non-performing exposures (III) - Reference (unfolded) (F_18_00_c_REF_UNFLDD)), namely Accounting classification (ACCNTNG_CLSSFCTN), Reference date (DT_RFRNC), Enterprise size (ENTRPRS_SZ), Maximum amount of the guarantee that can be considered (GRNT_MXMM_AMNT_CNSDRD), Institutional sector (INSTTTNL_SCTR), Is held for sale (IS_HFS), Observed agent internal identifier (OBSRVD_AGNT_INTRNL_ID), Performing status (PRFRMNG_STTS), Purpose (PRPS), Perspective identifier (PRSPCTV_ID), Type of accounting item (TYP_ACCNTNG_ITM), Type of collateral or guarantee received (TYP_CLLTRL_GRNT_RCVD), Type of instrument (TYP_INSTRMNT)*/DBT_SCRTS_DBTRS_PRTCTNS_FINREP := DBT_SCRTS_DBTRS_PRTCTNS_FINREP [keep(ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, GRNT_MXMM_AMNT_CNSDRD role Measure)]",FALSO,clause,"DBT_SCRTS_DBTRS_PRTCTNS_FINREP := DBT_SCRTS_DBTRS_PRTCTNS_FINREP [keep ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, GRNT_MXMM_AMNT_CNSDRD role Measure]",,
G_F_18_00_c_REF_UNFLDD_FINREP_1,G_F_18_00_c_REF_UNFLDD_FINREP_1_10,"/*The cube / data set Information on performing and non-performing exposures (III) - Reference (unfolded) (F_18_00_c_REF_UNFLDD) is restricted to the variabes Accounting classification (ACCNTNG_CLSSFCTN), Reference date (DT_RFRNC), Enterprise size (ENTRPRS_SZ), Maximum amount of the guarantee that can be considered (GRNT_MXMM_AMNT_CNSDRD), Institutional sector (INSTTTNL_SCTR), Is held for sale (IS_HFS), Observed agent internal identifier (OBSRVD_AGNT_INTRNL_ID), Performing status (PRFRMNG_STTS), Purpose (PRPS), Perspective identifier (PRSPCTV_ID), Type of accounting item (TYP_ACCNTNG_ITM), Type of collateral or guarantee received (TYP_CLLTRL_GRNT_RCVD), Type of instrument (TYP_INSTRMNT)*/F_18_00_c_REF_UNFLDD := F_18_00_c_REF_UNFLDD [keep(ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, GRNT_MXMM_AMNT_CNSDRD role Measure)]",FALSO,clause,"F_18_00_c_REF_UNFLDD := F_18_00_c_REF_UNFLDD [keep ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, GRNT_MXMM_AMNT_CNSDRD role Measure]",,
G_F_18_00_c_REF_UNFLDD_FINREP_1,G_F_18_00_c_REF_UNFLDD_FINREP_1_2,"/*The cube Loans and advances, debtors, protections (FinRep) (LNS_ADVNCS_DBTRS_PRTCTNS_FINREP), that acts as an input for the generation of the cube Information on performing and non-performing exposures (III) - Reference (unfolded) (F_18_00_c_REF_UNFLDD), is restricted to the variables of the resulting cube (i.e. Information on performing and non-performing exposures (III) - Reference (unfolded) (F_18_00_c_REF_UNFLDD)), namely Accounting classification (ACCNTNG_CLSSFCTN), Reference date (DT_RFRNC), Enterprise size (ENTRPRS_SZ), Maximum amount of the guarantee that can be considered (GRNT_MXMM_AMNT_CNSDRD), Institutional sector (INSTTTNL_SCTR), Is held for sale (IS_HFS), Observed agent internal identifier (OBSRVD_AGNT_INTRNL_ID), Performing status (PRFRMNG_STTS), Purpose (PRPS), Perspective identifier (PRSPCTV_ID), Type of accounting item (TYP_ACCNTNG_ITM), Type of collateral or guarantee received (TYP_CLLTRL_GRNT_RCVD), Type of instrument (TYP_INSTRMNT)*/LNS_ADVNCS_DBTRS_PRTCTNS_FINREP := LNS_ADVNCS_DBTRS_PRTCTNS_FINREP [keep(ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, GRNT_MXMM_AMNT_CNSDRD role Measure)]",FALSO,clause,"LNS_ADVNCS_DBTRS_PRTCTNS_FINREP := LNS_ADVNCS_DBTRS_PRTCTNS_FINREP [keep ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, GRNT_MXMM_AMNT_CNSDRD role Measure]",,
G_F_18_00_c_REF_UNFLDD_FINREP_1,G_F_18_00_c_REF_UNFLDD_FINREP_1_3,"/*The content of the cube Information on performing and non-performing exposures (III) - Reference (unfolded) (F_18_00_c_REF_UNFLDD) comprises the content of the cube(s) Commitments given, customers, protections (FinRep) (CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP), Debt securities, debtors, protections (FinRep) (DBT_SCRTS_DBTRS_PRTCTNS_FINREP), Loans and advances, debtors, protections (FinRep) (LNS_ADVNCS_DBTRS_PRTCTNS_FINREP)*/F_18_00_c_REF_UNFLDD := union(CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP, DBT_SCRTS_DBTRS_PRTCTNS_FINREP, LNS_ADVNCS_DBTRS_PRTCTNS_FINREP)",VERDADERO,,,,
G_F_18_00_c_REF_UNFLDD_FINREP_1,G_F_18_00_c_REF_UNFLDD_FINREP_1_4,"/*Transcoding the members of the variable Type of instrument (TYP_INSTRMNT) onto the member 'Loans and advances (149)'*/F_18_00_c_REF_UNFLDD := transcode(F_18_00_c_REF_UNFLDD, TYP_INSTRMNT_HIER_FINREP_1, TYP_INSTRMNT)",FALSO,transcode,,,
G_F_18_00_c_REF_UNFLDD_FINREP_1,G_F_18_00_c_REF_UNFLDD_FINREP_1_5,"/*Transcoding the members of the variable Institutional sector (INSTTTNL_SCTR) w.r.t. the granularity expected in FinRep*/F_18_00_c_REF_UNFLDD := transcode(F_18_00_c_REF_UNFLDD, INSTTTNL_SCTR_HIER_FINREP, INSTTTNL_SCTR)",FALSO,transcode,,,
G_F_18_00_c_REF_UNFLDD_FINREP_1,G_F_18_00_c_REF_UNFLDD_FINREP_1_6,"/*The variable Is held for sale (IS_HFS) in the cube / data set Information on performing and non-performing exposures (III) - Reference (unfolded) (F_18_00_c_REF_UNFLDD) is restricted to the values 'FALSE (F)', 'TRUE (T)'*/F_18_00_c_REF_UNFLDD := F_18_00_c_REF_UNFLDD [filter(IS_HFS in (""F"", ""T""))]",FALSO,clause,"F_18_00_c_REF_UNFLDD := F_18_00_c_REF_UNFLDD [filter IS_HFS in (""F"", ""T"")]",,
G_F_18_00_c_REF_UNFLDD_FINREP_1,G_F_18_00_c_REF_UNFLDD_FINREP_1_7,"/*The variable Performing status (PRFRMNG_STTS) in the cube / data set Information on performing and non-performing exposures (III) - Reference (unfolded) (F_18_00_c_REF_UNFLDD) is restricted to the values 'Non-performing (1)'*/F_18_00_c_REF_UNFLDD := F_18_00_c_REF_UNFLDD [filter(PRFRMNG_STTS in (""1""))]",FALSO,clause,"F_18_00_c_REF_UNFLDD := F_18_00_c_REF_UNFLDD [filter PRFRMNG_STTS in (""1"")]",,
G_F_18_00_c_REF_UNFLDD_FINREP_1,G_F_18_00_c_REF_UNFLDD_FINREP_1_8,"/*The variable Type of accounting item (TYP_ACCNTNG_ITM) in the cube / data set Information on performing and non-performing exposures (III) - Reference (unfolded) (F_18_00_c_REF_UNFLDD) is restricted to the values 'Financial instruments. Creditor (40)', 'Off-balance sheet items (988)'*/F_18_00_c_REF_UNFLDD := F_18_00_c_REF_UNFLDD [filter(TYP_ACCNTNG_ITM in (""40"", ""988""))]",FALSO,clause,"F_18_00_c_REF_UNFLDD := F_18_00_c_REF_UNFLDD [filter TYP_ACCNTNG_ITM in (""40"", ""988"")]",,
G_F_18_00_c_REF_UNFLDD_FINREP_1,G_F_18_00_c_REF_UNFLDD_FINREP_1_9,"/*The variable Type of instrument (TYP_INSTRMNT) in the cube / data set Information on performing and non-performing exposures (III) - Reference (unfolded) (F_18_00_c_REF_UNFLDD) is restricted to the values 'Loans and advances (149)', 'Debt securities (210)', 'Debt securities, Loans and advances (251)', 'Loan commitments given (910)', 'Financial guarantees given (920)', 'Other commitments given (930)', 'Off-balance sheet exposures subject to credit risk (949)'*/F_18_00_c_REF_UNFLDD := F_18_00_c_REF_UNFLDD [filter(TYP_INSTRMNT in (""149"", ""210"", ""251"", ""910"", ""920"", ""930"", ""949""))]",FALSO,clause,"F_18_00_c_REF_UNFLDD := F_18_00_c_REF_UNFLDD [filter TYP_INSTRMNT in (""149"", ""210"", ""251"", ""910"", ""920"", ""930"", ""949"")]",,
G_F_19_00_a_FINREP_1,G_F_19_00_a_FINREP_1_0,/*The (non-reference) cube F_19_00_a is related to the (reference) cube F_19_00_a_REF via the mappings (see table CUBE_MAPPING) in the data base. To be more precise the relationship between a non-reference cube and a reference cube may be established via the inverse of the mappings (due to the fact that our mappings describe the relationship from non-reference to reference cubes)*/F_19_00_a := APPLY_INVERSE_MAPPINGS(F_19_00_a_REF),FALSO,Call to procedure,,,
G_F_19_00_a_FINREP_1,G_F_19_00_a_FINREP_1_1,"/*Finally we add the (non-reference) variable Unit (Unit) (that is specified as an input parameter in the cube Parameters)*/F_19_00_a := F_19_00_a [calc CNSTNT_Unit as ""Unit"" role Identifier]",FALSO,clause,F_19_00_a := F_19_00_a [calc Unit := CNSTNT_Unit identifier],,
G_F_19_00_a_REF_UNFLDD_FINREP_1,G_F_19_00_a_REF_UNFLDD_FINREP_1_0,"/*The cube Commitments given, customers, protections (FinRep) (CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP), that acts as an input for the generation of the cube Information forborn exposures (I) - Reference (unfolded) (F_19_00_a_REF_UNFLDD), is restricted to the variables of the resulting cube (i.e. Information forborn exposures (I) - Reference (unfolded) (F_19_00_a_REF_UNFLDD)), namely Accounting classification (ACCNTNG_CLSSFCTN), Maximum amount of the collateral that can be considered (CLLTRL_MXMM_AMNT_CNSDRD), Reference date (DT_RFRNC), Enterprise size (ENTRPRS_SZ), Forbearance and renegotiation status (FRBRNC_STTS), Gross carrying amount (GRSS_CRRYNG_AMNT), Institutional sector (INSTTTNL_SCTR), Is held for sale (IS_HFS), Is non-performing prior to forbearance (IS_NN_PRFRMNG_PRR_FRBRNC), Observed agent internal identifier (OBSRVD_AGNT_INTRNL_ID), Performing status (PRFRMNG_STTS), Purpose (PRPS), Perspective identifier (PRSPCTV_ID), Type of accounting item (TYP_ACCNTNG_ITM), Type of collateral or guarantee received (TYP_CLLTRL_GRNT_RCVD), Type of instrument (TYP_INSTRMNT)*/CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP := CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP [keep(ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, FRBRNC_STTS role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, IS_NN_PRFRMNG_PRR_FRBRNC role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, CLLTRL_MXMM_AMNT_CNSDRD role Measure, GRSS_CRRYNG_AMNT role Measure)]",FALSO,clause,"CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP := CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP [keep ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, FRBRNC_STTS role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, IS_NN_PRFRMNG_PRR_FRBRNC role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, CLLTRL_MXMM_AMNT_CNSDRD role Measure, GRSS_CRRYNG_AMNT role Measure]",,
G_F_19_00_a_REF_UNFLDD_FINREP_1,G_F_19_00_a_REF_UNFLDD_FINREP_1_1,"/*The cube Debt securities, debtors, protections (FinRep) (DBT_SCRTS_DBTRS_PRTCTNS_FINREP), that acts as an input for the generation of the cube Information forborn exposures (I) - Reference (unfolded) (F_19_00_a_REF_UNFLDD), is restricted to the variables of the resulting cube (i.e. Information forborn exposures (I) - Reference (unfolded) (F_19_00_a_REF_UNFLDD)), namely Accounting classification (ACCNTNG_CLSSFCTN), Maximum amount of the collateral that can be considered (CLLTRL_MXMM_AMNT_CNSDRD), Reference date (DT_RFRNC), Enterprise size (ENTRPRS_SZ), Forbearance and renegotiation status (FRBRNC_STTS), Gross carrying amount (GRSS_CRRYNG_AMNT), Institutional sector (INSTTTNL_SCTR), Is held for sale (IS_HFS), Is non-performing prior to forbearance (IS_NN_PRFRMNG_PRR_FRBRNC), Observed agent internal identifier (OBSRVD_AGNT_INTRNL_ID), Performing status (PRFRMNG_STTS), Purpose (PRPS), Perspective identifier (PRSPCTV_ID), Type of accounting item (TYP_ACCNTNG_ITM), Type of collateral or guarantee received (TYP_CLLTRL_GRNT_RCVD), Type of instrument (TYP_INSTRMNT)*/DBT_SCRTS_DBTRS_PRTCTNS_FINREP := DBT_SCRTS_DBTRS_PRTCTNS_FINREP [keep(ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, FRBRNC_STTS role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, IS_NN_PRFRMNG_PRR_FRBRNC role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, CLLTRL_MXMM_AMNT_CNSDRD role Measure, GRSS_CRRYNG_AMNT role Measure)]",FALSO,clause,"DBT_SCRTS_DBTRS_PRTCTNS_FINREP := DBT_SCRTS_DBTRS_PRTCTNS_FINREP [keep ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, FRBRNC_STTS role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, IS_NN_PRFRMNG_PRR_FRBRNC role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, CLLTRL_MXMM_AMNT_CNSDRD role Measure, GRSS_CRRYNG_AMNT role Measure]",,
G_F_19_00_a_REF_UNFLDD_FINREP_1,G_F_19_00_a_REF_UNFLDD_FINREP_1_10,"/*The variable Type of instrument (TYP_INSTRMNT) in the cube / data set Information forborn exposures (I) - Reference (unfolded) (F_19_00_a_REF_UNFLDD) is restricted to the values 'Loans and advances (149)', 'Debt securities (210)', 'Debt securities, Loans and advances (251)'*/F_19_00_a_REF_UNFLDD := F_19_00_a_REF_UNFLDD [filter(TYP_INSTRMNT in (""149"", ""210"", ""251""))]",FALSO,clause,"F_19_00_a_REF_UNFLDD := F_19_00_a_REF_UNFLDD [filter TYP_INSTRMNT in (""149"", ""210"", ""251"")]",,
G_F_19_00_a_REF_UNFLDD_FINREP_1,G_F_19_00_a_REF_UNFLDD_FINREP_1_11,"/*The cube / data set Information forborn exposures (I) - Reference (unfolded) (F_19_00_a_REF_UNFLDD) is restricted to the variabes Accounting classification (ACCNTNG_CLSSFCTN), Maximum amount of the collateral that can be considered (CLLTRL_MXMM_AMNT_CNSDRD), Reference date (DT_RFRNC), Enterprise size (ENTRPRS_SZ), Forbearance and renegotiation status (FRBRNC_STTS), Gross carrying amount (GRSS_CRRYNG_AMNT), Institutional sector (INSTTTNL_SCTR), Is held for sale (IS_HFS), Is non-performing prior to forbearance (IS_NN_PRFRMNG_PRR_FRBRNC), Observed agent internal identifier (OBSRVD_AGNT_INTRNL_ID), Performing status (PRFRMNG_STTS), Purpose (PRPS), Perspective identifier (PRSPCTV_ID), Type of accounting item (TYP_ACCNTNG_ITM), Type of collateral or guarantee received (TYP_CLLTRL_GRNT_RCVD), Type of instrument (TYP_INSTRMNT)*/F_19_00_a_REF_UNFLDD := F_19_00_a_REF_UNFLDD [keep(ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, FRBRNC_STTS role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, IS_NN_PRFRMNG_PRR_FRBRNC role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, CLLTRL_MXMM_AMNT_CNSDRD role Measure, GRSS_CRRYNG_AMNT role Measure)]",FALSO,clause,"F_19_00_a_REF_UNFLDD := F_19_00_a_REF_UNFLDD [keep ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, FRBRNC_STTS role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, IS_NN_PRFRMNG_PRR_FRBRNC role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, CLLTRL_MXMM_AMNT_CNSDRD role Measure, GRSS_CRRYNG_AMNT role Measure]",,
G_F_19_00_a_REF_UNFLDD_FINREP_1,G_F_19_00_a_REF_UNFLDD_FINREP_1_2,"/*The cube Loans and advances, debtors, protections (FinRep) (LNS_ADVNCS_DBTRS_PRTCTNS_FINREP), that acts as an input for the generation of the cube Information forborn exposures (I) - Reference (unfolded) (F_19_00_a_REF_UNFLDD), is restricted to the variables of the resulting cube (i.e. Information forborn exposures (I) - Reference (unfolded) (F_19_00_a_REF_UNFLDD)), namely Accounting classification (ACCNTNG_CLSSFCTN), Maximum amount of the collateral that can be considered (CLLTRL_MXMM_AMNT_CNSDRD), Reference date (DT_RFRNC), Enterprise size (ENTRPRS_SZ), Forbearance and renegotiation status (FRBRNC_STTS), Gross carrying amount (GRSS_CRRYNG_AMNT), Institutional sector (INSTTTNL_SCTR), Is held for sale (IS_HFS), Is non-performing prior to forbearance (IS_NN_PRFRMNG_PRR_FRBRNC), Observed agent internal identifier (OBSRVD_AGNT_INTRNL_ID), Performing status (PRFRMNG_STTS), Purpose (PRPS), Perspective identifier (PRSPCTV_ID), Type of accounting item (TYP_ACCNTNG_ITM), Type of collateral or guarantee received (TYP_CLLTRL_GRNT_RCVD), Type of instrument (TYP_INSTRMNT)*/LNS_ADVNCS_DBTRS_PRTCTNS_FINREP := LNS_ADVNCS_DBTRS_PRTCTNS_FINREP [keep(ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, FRBRNC_STTS role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, IS_NN_PRFRMNG_PRR_FRBRNC role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, CLLTRL_MXMM_AMNT_CNSDRD role Measure, GRSS_CRRYNG_AMNT role Measure)]",FALSO,clause,"LNS_ADVNCS_DBTRS_PRTCTNS_FINREP := LNS_ADVNCS_DBTRS_PRTCTNS_FINREP [keep ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, FRBRNC_STTS role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, IS_NN_PRFRMNG_PRR_FRBRNC role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, CLLTRL_MXMM_AMNT_CNSDRD role Measure, GRSS_CRRYNG_AMNT role Measure)]LNS_ADVNCS_DBTRS_PRTCTNS_FINREP := LNS_ADVNCS_DBTRS_PRTCTNS_FINREP [keep(ACCNTNG_CLSSFCTN role Identifier, DT_RFRNC role Identifier, ENTRPRS_SZ role Identifier, FRBRNC_STTS role Identifier, INSTTTNL_SCTR role Identifier, IS_HFS role Identifier, IS_NN_PRFRMNG_PRR_FRBRNC role Identifier, OBSRVD_AGNT_INTRNL_ID role Identifier, PRFRMNG_STTS role Identifier, PRPS role Identifier, PRSPCTV_ID role Identifier, TYP_ACCNTNG_ITM role Identifier, TYP_CLLTRL_GRNT_RCVD role Identifier, TYP_INSTRMNT role Identifier, CLLTRL_MXMM_AMNT_CNSDRD role Measure, GRSS_CRRYNG_AMNT role Measure]",,
G_F_19_00_a_REF_UNFLDD_FINREP_1,G_F_19_00_a_REF_UNFLDD_FINREP_1_3,"/*The content of the cube Information forborn exposures (I) - Reference (unfolded) (F_19_00_a_REF_UNFLDD) comprises the content of the cube(s) Commitments given, customers, protections (FinRep) (CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP), Debt securities, debtors, protections (FinRep) (DBT_SCRTS_DBTRS_PRTCTNS_FINREP), Loans and advances, debtors, protections (FinRep) (LNS_ADVNCS_DBTRS_PRTCTNS_FINREP)*/F_19_00_a_REF_UNFLDD := union(CMMTMNTS_GVN_CSTMRS_PRTCTNS_FINREP, DBT_SCRTS_DBTRS_PRTCTNS_FINREP, LNS_ADVNCS_DBTRS_PRTCTNS_FINREP)",VERDADERO,,,,
G_F_19_00_a_REF_UNFLDD_FINREP_1,G_F_19_00_a_REF_UNFLDD_FINREP_1_4,"/*Transcoding the members of the variable Type of instrument (TYP_INSTRMNT) onto the member 'Loans and advances (149)'*/F_19_00_a_REF_UNFLDD := transcode(F_19_00_a_REF_UNFLDD, TYP_INSTRMNT_HIER_FINREP_1, TYP_INSTRMNT)",FALSO,transcode,,,
G_F_19_00_a_REF_UNFLDD_FINREP_1,G_F_19_00_a_REF_UNFLDD_FINREP_1_5,"/*Transcoding the members of the variable Institutional sector (INSTTTNL_SCTR) w.r.t. the granularity expected in FinRep*/F_19_00_a_REF_UNFLDD := transcode(F_19_00_a_REF_UNFLDD, INSTTTNL_SCTR_HIER_FINREP, INSTTTNL_SCTR)",FALSO,transcode,,,
