FREQ,INDEX_BASE,MARKET_GEO,NBB_ISTI,TIME_PERIOD,CONF_STATUS,DECIMALS,EMBARGO_TIME,OBS_STATUS,OBS_VALUE,UNIT_MEASURE,UNIT_MULT
M,2010,OPI,2810,2010-12,F,,,A,100.06,IX,0
M,2010,OPI,2820,2010-12,F,,,A,100.93,IX,0
M,2010,OPI,2822,2010-12,C,,,A,100.0,IX,0
M,2010,OPI,2825,2010-12,N,,,A,101.48,IX,0
M,2010,OPI,2829,2010-12,E,,,A,100.66,IX,0
M,2010,OPI,2830,2010-12,F,,,A,101.04,IX,0
M,2010,OPI,2890,2010-12,F,,,A,99.54,IX,0
M,2010,OPI,2893,2010-12,C,,,A,100.02,IX,0
M,2010,OPI,2894,2010-12,N,,,A,98.49,IX,0
M,2010,OPI,2900,2010-12,E,,,A,99.51,IX,0
M,2010,OPI,2910,2010-12,F,,,A,99.19,IX,0
M,2010,OPI,2920,2010-12,F,,,A,99.97,IX,0
M,2010,OPI,2930,2010-12,C,,,A,100.28,IX,0
M,2010,OPI,2932,2010-12,N,,,A,100.3,IX,0
M,2010,OPI,1000,2010-12,E,,,A,103.41,IX,0
M,2010,OPI,1010,2010-12,F,,,A,99.94,IX,0
M,2010,OPI,1011,2010-12,F,,,A,98.9,IX,0
M,2010,OPI,1012,2010-12,C,,,A,101.49,IX,0
M,2010,OPI,1013,2010-12,N,,,A,100.44,IX,0
M,2010,OPI,1020,2010-12,E,,,A,107.8,IX,0
M,2010,OPI,1030,2010-12,F,,,A,100.45,IX,0
M,2010,OPI,1031,2010-12,F,,,A,98.84,IX,0
M,2010,OPI,1039,2010-12,C,,,A,101.68,IX,0
M,2010,OPI,1040,2010-12,N,,,A,115.41,IX,0
M,2010,OPI,1050,2010-12,E,,,A,102.58,IX,0
M,2010,OPI,1051,2010-12,F,,,A,102.85,IX,0
M,2010,OPI,1052,2010-12,F,,,A,100.0,IX,0
M,2010,OPI,1060,2010-12,C,,,A,110.95,IX,0
M,2010,OPI,1061,2010-12,N,,,A,112.31,IX,0
M,2010,OPI,1062,2010-12,E,,,A,109.46,IX,0
M,2010,OPI,1070,2010-12,F,,,A,101.61,IX,0
M,2010,OPI,1071,2010-12,F,,,A,103.36,IX,0
M,2010,OPI,1072,2010-12,C,,,A,100.02,IX,0
M,2010,OPI,1080,2010-12,N,,,A,100.09,IX,0
M,2010,OPI,1082,2010-12,E,,,A,99.51,IX,0
M,2010,OPI,1083,2010-12,F,,,A,104.42,IX,0
M,2010,OPI,1084,2010-12,F,,,A,100.08,IX,0
M,2010,OPI,1085,2010-12,C,,,A,100.0,IX,0
M,2010,OPI,1089,2010-12,N,,,A,100.01,IX,0
M,2010,OPI,1090,2010-12,E,,,A,109.09,IX,0
M,2010,OPI,1091,2010-12,F,,,A,109.22,IX,0
M,2010,OPI,1100,2010-12,F,,,A,101.61,IX,0
M,2010,OPI,1101,2010-12,C,,,A,100.05,IX,0
M,2010,OPI,1105,2010-12,N,,,A,100.0,IX,0
M,2010,OPI,1107,2010-12,E,,,A,100.0,IX,0
M,2010,OPI,1200,2010-12,F,,,A,101.18,IX,0
M,2010,OPI,1300,2010-12,F,,,A,101.24,IX,0
M,2010,OPI,1310,2010-12,C,,,A,105.1,IX,0
M,2010,OPI,1320,2010-12,N,,,A,101.27,IX,0
M,2010,OPI,1330,2010-12,E,,,A,100.0,IX,0
M,2010,OPI,1390,2010-12,F,,,A,100.79,IX,0
M,2010,OPI,1392,2010-12,F,,,A,101.8,IX,0
M,2010,OPI,1393,2010-12,C,,,A,100.74,IX,0
M,2010,OPI,1396,2010-12,N,,,A,100.0,IX,0
M,2010,OPI,1410,2010-12,E,,,A,100.23,IX,0
M,2010,OPI,1412,2010-12,F,,,A,100.96,IX,0
M,2010,OPI,1413,2010-12,F,,,A,100.0,IX,0
M,2010,OPI,1414,2010-12,C,,,A,100.42,IX,0
M,2010,OPI,1419,2010-12,N,,,A,100.92,IX,0
M,2010,OPI,1430,2010-12,E,,,A,100.0,IX,0
M,2010,OPI,1439,2010-12,F,,,A,100.0,IX,0
M,2010,OPI,1500,2010-12,F,,,A,100.77,IX,0
M,2010,OPI,1510,2010-12,C,,,A,100.35,IX,0
M,2010,OPI,1512,2010-12,N,,,A,100.4,IX,0
M,2010,OPI,1600,2010-12,E,,,A,104.81,IX,0
M,2010,OPI,1610,2010-12,F,,,A,101.23,IX,0
M,2010,OPI,1620,2010-12,F,,,A,105.6,IX,0
M,2010,OPI,1621,2010-12,C,,,A,108.85,IX,0
M,2010,OPI,1623,2010-12,N,,,A,101.95,IX,0
M,2010,OPI,1624,2010-12,E,,,A,102.22,IX,0
M,2010,OPI,1629,2010-12,F,,,A,100.0,IX,0
M,2010,OPI,1700,2010-12,F,,,A,100.59,IX,0
M,2010,OPI,1720,2010-12,C,,,A,100.94,IX,0
M,2010,OPI,1721,2010-12,N,,,A,105.41,IX,0
M,2010,OPI,1722,2010-12,E,,,A,96.27,IX,0
M,2010,OPI,1729,2010-12,F,,,A,100.0,IX,0
M,2010,OPI,2200,2010-12,F,,,A,104.49,IX,0
M,2010,OPI,2210,2010-12,C,,,A,100.2,IX,0
M,2010,OPI,2219,2010-12,N,,,A,100.4,IX,0
M,2010,OPI,2220,2010-12,E,,,A,105.52,IX,0
M,2010,OPI,2221,2010-12,F,,,A,103.05,IX,0
M,2010,OPI,2222,2010-12,F,,,A,102.29,IX,0
M,2010,OPI,2223,2010-12,C,,,A,100.22,IX,0
M,2010,OPI,2229,2010-12,N,,,A,110.5,IX,0
M,2010,OPI,3100,2010-12,E,,,A,101.74,IX,0
M,2010,OPI,3101,2010-12,F,,,A,101.83,IX,0
M,2010,OPI,3102,2010-12,F,,,A,100.01,IX,0
M,2010,OPI,3103,2010-12,C,,,A,101.71,IX,0
M,2010,OPI,3109,2010-12,N,,,A,102.08,IX,0
M,2010,OPI,3200,2010-12,E,,,A,100.07,IX,0
M,2010,OPI,3250,2010-12,F,,,A,100.96,IX,0
M,2010,OPI,3290,2010-12,F,,,A,100.0,IX,0
M,2010,OPI,3299,2010-12,C,,,A,100.0,IX,0
M,2010,OPI,3310,2010-12,N,,,A,100.7,IX,0
M,2010,OPI,3312,2010-12,E,,,A,100.06,IX,0
M,2010,OPI,3320,2010-12,F,,,A,97.43,IX,0
M,2010,OPD,20,2010-12,F,,,A,103.21,IX,0
M,2010,OPD,31,2010-12,C,,,A,102.16,IX,0
M,2010,OPD,39,2010-12,N,,,A,104.54,IX,0
M,2010,OPD,40,2010-12,E,,,A,103.44,IX,0
M,2010,OPD,50,2010-12,F,,,A,100.28,IX,0
M,2010,OPD,60,2010-12,F,,,A,101.93,IX,0
M,2010,OPD,70,2010-12,C,,,A,101.77,IX,0
M,2010,OPD,80,2010-12,N,,,A,101.77,IX,0
M,2010,OPD,90,2010-12,E,,,A,106.42,IX,0
M,2010,OPD,100,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,200,2010-12,F,,,A,102.98,IX,0
M,2010,OPD,257,2010-12,C,,,A,100.42,IX,0
M,2010,OPD,3500,2010-12,N,,,A,104.2,IX,0
M,2010,OPD,1920,2010-12,E,,,A,110.61,IX,0
M,2010,OPD,3510,2010-12,F,,,A,102.86,IX,0
M,2010,OPD,3520,2010-12,F,,,A,108.96,IX,0
M,2010,OPD,3600,2010-12,C,,,A,100.82,IX,0
M,2010,OPD,2400,2010-12,N,,,A,105.49,IX,0
M,2010,OPD,2410,2010-12,E,,,A,102.85,IX,0
M,2010,OPD,2430,2010-12,F,,,A,105.73,IX,0
M,2010,OPD,2434,2010-12,F,,,A,107.92,IX,0
M,2010,OPD,2440,2010-12,C,,,A,110.69,IX,0
M,2010,OPD,2444,2010-12,N,,,A,120.84,IX,0
M,2010,OPD,2450,2010-12,E,,,A,102.49,IX,0
M,2010,OPD,2451,2010-12,F,,,A,103.4,IX,0
M,2010,OPD,2453,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,810,2010-12,C,,,A,100.0,IX,0
M,2010,OPD,811,2010-12,N,,,A,100.01,IX,0
M,2010,OPD,812,2010-12,E,,,A,99.99,IX,0
M,2010,OPD,2300,2010-12,F,,,A,100.42,IX,0
M,2010,OPD,2310,2010-12,F,,,A,102.48,IX,0
M,2010,OPD,2311,2010-12,C,,,A,105.53,IX,0
M,2010,OPD,2312,2010-12,N,,,A,99.43,IX,0
M,2010,OPD,2314,2010-12,E,,,A,100.0,IX,0
M,2010,OPD,2330,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,2332,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,2350,2010-12,C,,,A,99.18,IX,0
M,2010,OPD,2351,2010-12,N,,,A,98.74,IX,0
M,2010,OPD,2360,2010-12,E,,,A,99.62,IX,0
M,2010,OPD,2361,2010-12,F,,,A,99.47,IX,0
M,2010,OPD,2362,2010-12,F,,,A,99.37,IX,0
M,2010,OPD,2363,2010-12,C,,,A,99.88,IX,0
M,2010,OPD,2369,2010-12,N,,,A,99.65,IX,0
M,2010,OPD,2370,2010-12,E,,,A,99.49,IX,0
M,2010,OPD,2390,2010-12,F,,,A,104.26,IX,0
M,2010,OPD,2399,2010-12,F,,,A,104.47,IX,0
M,2010,OPD,2000,2010-12,C,,,A,104.92,IX,0
M,2010,OPD,2010,2010-12,N,,,A,106.98,IX,0
M,2010,OPD,2011,2010-12,E,,,A,111.11,IX,0
M,2010,OPD,2012,2010-12,F,,,A,108.34,IX,0
M,2010,OPD,2013,2010-12,F,,,A,109.36,IX,0
M,2010,OPD,2014,2010-12,C,,,A,107.26,IX,0
M,2010,OPD,2016,2010-12,N,,,A,102.32,IX,0
M,2010,OPD,2030,2010-12,E,,,A,102.58,IX,0
M,2010,OPD,2040,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,2042,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,2050,2010-12,C,,,A,100.2,IX,0
M,2010,OPD,2053,2010-12,N,,,A,100.88,IX,0
M,2010,OPD,2059,2010-12,E,,,A,100.13,IX,0
M,2010,OPD,2060,2010-12,F,,,A,101.54,IX,0
M,2010,OPD,2100,2010-12,F,,,A,100.15,IX,0
M,2010,OPD,2110,2010-12,C,,,A,104.04,IX,0
M,2010,OPD,2120,2010-12,N,,,A,100.0,IX,0
M,2010,OPD,2500,2010-12,E,,,A,101.31,IX,0
M,2010,OPD,2510,2010-12,F,,,A,102.33,IX,0
M,2010,OPD,2511,2010-12,F,,,A,103.55,IX,0
M,2010,OPD,2512,2010-12,C,,,A,100.23,IX,0
M,2010,OPD,2520,2010-12,N,,,A,103.16,IX,0
M,2010,OPD,2521,2010-12,E,,,A,103.41,IX,0
M,2010,OPD,2529,2010-12,F,,,A,101.8,IX,0
M,2010,OPD,2560,2010-12,F,,,A,99.56,IX,0
M,2010,OPD,2561,2010-12,C,,,A,100.01,IX,0
M,2010,OPD,2562,2010-12,N,,,A,99.4,IX,0
M,2010,OPD,2570,2010-12,E,,,A,100.0,IX,0
M,2010,OPD,2590,2010-12,F,,,A,102.06,IX,0
M,2010,OPD,2599,2010-12,F,,,A,100.72,IX,0
M,2010,OPD,2600,2010-12,C,,,A,100.0,IX,0
M,2010,OPD,2630,2010-12,N,,,A,100.01,IX,0
M,2010,OPD,2700,2010-12,E,,,A,101.67,IX,0
M,2010,OPD,2710,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,2711,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,2730,2010-12,C,,,A,109.82,IX,0
M,2010,OPD,2732,2010-12,N,,,A,109.88,IX,0
M,2010,OPD,2733,2010-12,E,,,A,100.25,IX,0
M,2010,OPD,2740,2010-12,F,,,A,100.27,IX,0
M,2010,OPD,2750,2010-12,F,,,A,107.41,IX,0
M,2010,OPD,2752,2010-12,C,,,A,99.96,IX,0
M,2010,OPD,2790,2010-12,N,,,A,91.21,IX,0
M,2010,OPD,2800,2010-12,E,,,A,100.54,IX,0
M,2010,OPD,2810,2010-12,F,,,A,100.06,IX,0
M,2010,OPD,2820,2010-12,F,,,A,100.84,IX,0
M,2010,OPD,2822,2010-12,C,,,A,100.0,IX,0
M,2010,OPD,2825,2010-12,N,,,A,101.5,IX,0
M,2010,OPD,2829,2010-12,E,,,A,101.52,IX,0
M,2010,OPD,2830,2010-12,F,,,A,101.42,IX,0
M,2010,OPD,2890,2010-12,F,,,A,99.55,IX,0
M,2010,OPD,2893,2010-12,C,,,A,100.02,IX,0
M,2010,OPD,2894,2010-12,N,,,A,98.31,IX,0
M,2010,OPD,2900,2010-12,E,,,A,99.37,IX,0
M,2010,OPD,2910,2010-12,F,,,A,98.53,IX,0
M,2010,OPD,2920,2010-12,F,,,A,100.08,IX,0
M,2010,OPD,2930,2010-12,C,,,A,100.64,IX,0
M,2010,OPD,2932,2010-12,N,,,A,100.65,IX,0
M,2010,OPD,1000,2010-12,E,,,A,103.57,IX,0
M,2010,OPD,1010,2010-12,F,,,A,100.13,IX,0
M,2010,OPD,1011,2010-12,F,,,A,99.31,IX,0
M,2010,OPD,1012,2010-12,C,,,A,101.79,IX,0
M,2010,OPD,1013,2010-12,N,,,A,100.42,IX,0
M,2010,OPD,1020,2010-12,E,,,A,109.37,IX,0
M,2010,OPD,1030,2010-12,F,,,A,100.26,IX,0
M,2010,OPD,1031,2010-12,F,,,A,98.85,IX,0
M,2010,OPD,1039,2010-12,C,,,A,101.34,IX,0
M,2010,OPD,1040,2010-12,N,,,A,116.62,IX,0
M,2010,OPD,1050,2010-12,E,,,A,102.49,IX,0
M,2010,OPD,1051,2010-12,F,,,A,102.75,IX,0
M,2010,OPD,1052,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,1060,2010-12,C,,,A,110.17,IX,0
M,2010,OPD,1061,2010-12,N,,,A,110.28,IX,0
M,2010,OPD,1062,2010-12,E,,,A,109.46,IX,0
M,2010,OPD,1070,2010-12,F,,,A,101.95,IX,0
M,2010,OPD,1071,2010-12,F,,,A,103.6,IX,0
M,2010,OPD,1072,2010-12,C,,,A,100.02,IX,0
M,2010,OPD,1080,2010-12,N,,,A,100.33,IX,0
M,2010,OPD,1082,2010-12,E,,,A,99.65,IX,0
M,2010,OPD,1083,2010-12,F,,,A,104.41,IX,0
M,2010,OPD,1084,2010-12,F,,,A,100.07,IX,0
M,2010,OPD,1085,2010-12,C,,,A,100.01,IX,0
M,2010,OPD,1089,2010-12,N,,,A,100.01,IX,0
M,2010,OPD,1090,2010-12,E,,,A,108.94,IX,0
M,2010,OPD,1091,2010-12,F,,,A,109.01,IX,0
M,2010,OPD,1100,2010-12,F,,,A,101.54,IX,0
M,2010,OPD,1101,2010-12,C,,,A,100.05,IX,0
M,2010,OPD,1105,2010-12,N,,,A,100.0,IX,0
M,2010,OPD,1107,2010-12,E,,,A,100.0,IX,0
M,2010,OPD,1200,2010-12,F,,,A,101.23,IX,0
M,2010,OPD,1300,2010-12,F,,,A,101.4,IX,0
M,2010,OPD,1310,2010-12,C,,,A,104.8,IX,0
M,2010,OPD,1320,2010-12,N,,,A,100.79,IX,0
M,2010,OPD,1330,2010-12,E,,,A,100.0,IX,0
M,2010,OPD,1390,2010-12,F,,,A,101.1,IX,0
M,2010,OPD,1392,2010-12,F,,,A,102.16,IX,0
M,2010,OPD,1393,2010-12,C,,,A,100.73,IX,0
M,2010,OPD,1396,2010-12,N,,,A,100.0,IX,0
M,2010,OPD,1410,2010-12,E,,,A,100.22,IX,0
M,2010,OPD,1412,2010-12,F,,,A,100.95,IX,0
M,2010,OPD,1413,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,1414,2010-12,C,,,A,100.05,IX,0
M,2010,OPD,1419,2010-12,N,,,A,100.92,IX,0
M,2010,OPD,1430,2010-12,E,,,A,100.0,IX,0
M,2010,OPD,1439,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,1500,2010-12,F,,,A,101.53,IX,0
M,2010,OPD,1510,2010-12,C,,,A,100.1,IX,0
M,2010,OPD,1512,2010-12,N,,,A,100.13,IX,0
M,2010,OPD,1600,2010-12,E,,,A,102.99,IX,0
M,2010,OPD,1610,2010-12,F,,,A,100.74,IX,0
M,2010,OPD,1620,2010-12,F,,,A,103.6,IX,0
M,2010,OPD,1621,2010-12,C,,,A,107.7,IX,0
M,2010,OPD,1623,2010-12,N,,,A,101.83,IX,0
M,2010,OPD,1624,2010-12,E,,,A,102.22,IX,0
M,2010,OPD,1629,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,1700,2010-12,F,,,A,101.31,IX,0
M,2010,OPD,1720,2010-12,C,,,A,101.86,IX,0
M,2010,OPD,1721,2010-12,N,,,A,105.5,IX,0
M,2010,OPD,1722,2010-12,E,,,A,99.43,IX,0
M,2010,OPD,1729,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,2200,2010-12,F,,,A,103.47,IX,0
M,2010,OPD,2210,2010-12,C,,,A,100.25,IX,0
M,2010,OPD,2219,2010-12,N,,,A,100.39,IX,0
M,2010,OPD,2220,2010-12,E,,,A,103.96,IX,0
M,2010,OPD,2221,2010-12,F,,,A,102.88,IX,0
M,2010,OPD,2222,2010-12,F,,,A,102.48,IX,0
M,2010,OPD,2223,2010-12,C,,,A,100.26,IX,0
M,2010,OPD,2229,2010-12,N,,,A,108.95,IX,0
M,2010,OPD,3100,2010-12,E,,,A,101.65,IX,0
M,2010,OPD,3101,2010-12,F,,,A,101.86,IX,0
M,2010,OPD,3102,2010-12,F,,,A,100.01,IX,0
M,2010,OPD,3103,2010-12,C,,,A,101.71,IX,0
M,2010,OPD,3109,2010-12,N,,,A,102.05,IX,0
M,2010,OPD,3200,2010-12,E,,,A,99.1,IX,0
M,2010,OPD,3250,2010-12,F,,,A,98.27,IX,0
M,2010,OPD,3290,2010-12,F,,,A,100.0,IX,0
M,2010,OPD,3299,2010-12,C,,,A,100.0,IX,0
M,2010,OPD,3310,2010-12,N,,,A,100.74,IX,0
M,2010,OPD,3312,2010-12,E,,,A,100.0,IX,0
M,2010,OPD,3320,2010-12,F,,,A,97.58,IX,0
M,2010,OPN,20,2010-12,F,,,A,103.58,IX,0
M,2010,OPN,31,2010-12,C,,,A,102.44,IX,0
M,2010,OPN,39,2010-12,N,,,A,105.23,IX,0
M,2010,OPN,40,2010-12,E,,,A,104.1,IX,0
M,2010,OPN,50,2010-12,F,,,A,100.04,IX,0
M,2010,OPN,60,2010-12,F,,,A,102.1,IX,0
M,2010,OPN,70,2010-12,C,,,A,101.18,IX,0
M,2010,OPN,80,2010-12,N,,,A,101.21,IX,0
M,2010,OPN,90,2010-12,E,,,A,106.97,IX,0
M,2010,OPN,100,2010-12,F,,,A,100.01,IX,0
M,2010,OPN,200,2010-12,F,,,A,103.55,IX,0
M,2010,OPN,257,2010-12,C,,,A,100.21,IX,0
M,2010,OPN,3500,2010-12,N,,,A,104.58,IX,0
M,2010,OPN,1920,2010-12,E,,,A,107.1,IX,0
M,2010,OPN,3510,2010-12,F,,,A,102.87,IX,0
M,2010,OPN,3520,2010-12,F,,,A,108.96,IX,0
M,2010,OPN,3600,2010-12,C,,,A,100.01,IX,0
M,2010,OPN,2400,2010-12,N,,,A,103.65,IX,0
M,2010,OPN,2410,2010-12,E,,,A,104.25,IX,0
M,2010,OPN,2430,2010-12,F,,,A,100.5,IX,0
M,2010,OPN,2434,2010-12,F,,,A,100.84,IX,0
M,2010,OPN,2440,2010-12,C,,,A,103.18,IX,0
M,2010,OPN,2444,2010-12,N,,,A,120.54,IX,0
M,2010,OPN,2450,2010-12,E,,,A,101.04,IX,0
M,2010,OPN,2451,2010-12,F,,,A,102.87,IX,0
M,2010,OPN,2453,2010-12,F,,,A,100.0,IX,0
M,2010,OPN,810,2010-12,C,,,A,100.02,IX,0
M,2010,OPN,811,2010-12,N,,,A,100.02,IX,0
M,2010,OPN,812,2010-12,E,,,A,100.02,IX,0
M,2010,OPN,2300,2010-12,F,,,A,101.53,IX,0
M,2010,OPN,2310,2010-12,F,,,A,102.24,IX,0
M,2010,OPN,2311,2010-12,C,,,A,105.54,IX,0
M,2010,OPN,2312,2010-12,N,,,A,99.37,IX,0
M,2010,OPN,2314,2010-12,E,,,A,100.0,IX,0
M,2010,OPN,2330,2010-12,F,,,A,100.0,IX,0
M,2010,OPN,2332,2010-12,F,,,A,100.0,IX,0
M,2010,OPN,2350,2010-12,C,,,A,99.75,IX,0
M,2010,OPN,2351,2010-12,N,,,A,99.51,IX,0
M,2010,OPN,2360,2010-12,E,,,A,99.31,IX,0
M,2010,OPN,2361,2010-12,F,,,A,98.25,IX,0
M,2010,OPN,2362,2010-12,F,,,A,99.37,IX,0
M,2010,OPN,2363,2010-12,C,,,A,99.88,IX,0
M,2010,OPN,2369,2010-12,N,,,A,108.86,IX,0
M,2010,OPN,2370,2010-12,E,,,A,99.29,IX,0
M,2010,OPN,2390,2010-12,F,,,A,104.42,IX,0
M,2010,OPN,2399,2010-12,F,,,A,104.56,IX,0
M,2010,OPN,2000,2010-12,C,,,A,104.64,IX,0
M,2010,OPN,2010,2010-12,N,,,A,106.36,IX,0
M,2010,OPN,2011,2010-12,E,,,A,110.51,IX,0
M,2010,OPN,2012,2010-12,F,,,A,108.11,IX,0
M,2010,OPN,2013,2010-12,F,,,A,109.48,IX,0
M,2010,OPN,2014,2010-12,C,,,A,108.11,IX,0
M,2010,OPN,2016,2010-12,N,,,A,102.71,IX,0
M,2010,OPN,2030,2010-12,E,,,A,102.62,IX,0
M,2010,OPN,2040,2010-12,F,,,A,100.0,IX,0
M,2010,OPN,2042,2010-12,F,,,A,100.0,IX,0
M,2010,OPN,2050,2010-12,C,,,A,99.86,IX,0
M,2010,OPN,2053,2010-12,N,,,A,100.88,IX,0
M,2010,OPN,2059,2010-12,E,,,A,99.85,IX,0
M,2010,OPN,2060,2010-12,F,,,A,101.49,IX,0
M,2010,OPN,2100,2010-12,F,,,A,100.43,IX,0
M,2010,OPN,2110,2010-12,C,,,A,104.04,IX,0
M,2010,OPN,2120,2010-12,N,,,A,100.0,IX,0
M,2010,OPN,2500,2010-12,E,,,A,101.94,IX,0
M,2010,OPN,2510,2010-12,F,,,A,102.88,IX,0
M,2010,OPN,2511,2010-12,F,,,A,103.95,IX,0
M,2010,OPN,2512,2010-12,C,,,A,100.31,IX,0
M,2010,OPN,2520,2010-12,N,,,A,102.18,IX,0
M,2010,OPN,2521,2010-12,E,,,A,102.04,IX,0
M,2010,OPN,2529,2010-12,F,,,A,101.8,IX,0
M,2010,OPN,2560,2010-12,F,,,A,99.74,IX,0
M,2010,OPN,2561,2010-12,C,,,A,100.01,IX,0
M,2010,OPN,2562,2010-12,N,,,A,99.61,IX,0
M,2010,OPN,2570,2010-12,E,,,A,100.0,IX,0
M,2010,OPN,2590,2010-12,F,,,A,103.8,IX,0
M,2010,OPN,2599,2010-12,F,,,A,104.48,IX,0
M,2010,OPN,2600,2010-12,C,,,A,100.0,IX,0
M,2010,OPN,2630,2010-12,N,,,A,100.01,IX,0
M,2010,OPN,2700,2010-12,E,,,A,101.12,IX,0
M,2010,OPN,2710,2010-12,F,,,A,100.0,IX,0
M,2010,OPN,2711,2010-12,F,,,A,100.0,IX,0
M,2010,OPN,2730,2010-12,C,,,A,109.75,IX,0
M,2010,OPN,2732,2010-12,N,,,A,109.88,IX,0
M,2010,OPN,2733,2010-12,E,,,A,100.19,IX,0
M,2010,OPN,2740,2010-12,F,,,A,100.16,IX,0
M,2010,OPN,2750,2010-12,F,,,A,107.53,IX,0
M,2010,OPN,2752,2010-12,C,,,A,99.95,IX,0
M,2010,OPN,2790,2010-12,N,,,A,91.21,IX,0
M,2010,OPN,2800,2010-12,E,,,A,100.27,IX,0
M,2010,OPN,2810,2010-12,F,,,A,100.06,IX,0
M,2010,OPN,2820,2010-12,F,,,A,101.01,IX,0
M,2010,OPN,2822,2010-12,C,,,A,100.0,IX,0
M,2010,OPN,2825,2010-12,N,,,A,101.46,IX,0
M,2010,OPN,2829,2010-12,E,,,A,99.49,IX,0
M,2010,OPN,2830,2010-12,F,,,A,100.91,IX,0
M,2010,OPN,2890,2010-12,F,,,A,99.53,IX,0
M,2010,OPN,2893,2010-12,C,,,A,100.02,IX,0
M,2010,OPN,2894,2010-12,N,,,A,98.54,IX,0
M,2010,OPN,2900,2010-12,E,,,A,99.59,IX,0
M,2010,OPN,2910,2010-12,F,,,A,99.52,IX,0
M,2010,OPN,2920,2010-12,F,,,A,99.92,IX,0
M,2010,OPN,2930,2010-12,C,,,A,99.7,IX,0
M,2010,OPN,2932,2010-12,N,,,A,99.75,IX,0
M,2010,OPN,1000,2010-12,E,,,A,103.18,IX,0
M,2010,OPN,1010,2010-12,F,,,A,99.51,IX,0
M,2010,OPN,1011,2010-12,F,,,A,98.0,IX,0
M,2010,OPN,1012,2010-12,C,,,A,101.07,IX,0
M,2010,OPN,1013,2010-12,N,,,A,100.46,IX,0
M,2010,OPN,1020,2010-12,E,,,A,104.22,IX,0
M,2010,OPN,1030,2010-12,F,,,A,100.6,IX,0
M,2010,OPN,1031,2010-12,F,,,A,98.84,IX,0
M,2010,OPN,1039,2010-12,C,,,A,101.92,IX,0
M,2010,OPN,1040,2010-12,N,,,A,114.29,IX,0
M,2010,OPN,1050,2010-12,E,,,A,102.63,IX,0
M,2010,OPN,1051,2010-12,F,,,A,102.93,IX,0
M,2010,OPN,1052,2010-12,F,,,A,100.0,IX,0
M,2010,OPN,1060,2010-12,C,,,A,111.44,IX,0
M,2010,OPN,1061,2010-12,N,,,A,114.77,IX,0
M,2010,OPN,1062,2010-12,E,,,A,109.46,IX,0
M,2010,OPN,1070,2010-12,F,,,A,100.36,IX,0
M,2010,OPN,1071,2010-12,F,,,A,101.4,IX,0
M,2010,OPN,1072,2010-12,C,,,A,100.02,IX,0
M,2010,OPN,1080,2010-12,N,,,A,99.89,IX,0
M,2010,OPN,1082,2010-12,E,,,A,99.44,IX,0
M,2010,OPN,1083,2010-12,F,,,A,104.41,IX,0
M,2010,OPN,1084,2010-12,F,,,A,100.1,IX,0
M,2010,OPN,1085,2010-12,C,,,A,99.96,IX,0
M,2010,OPN,1089,2010-12,N,,,A,100.01,IX,0
M,2010,OPN,1090,2010-12,E,,,A,110.11,IX,0
M,2010,OPN,1091,2010-12,F,,,A,110.68,IX,0
M,2010,OPN,1100,2010-12,F,,,A,101.81,IX,0
M,2010,OPN,1101,2010-12,C,,,A,100.05,IX,0
M,2010,OPN,1105,2010-12,N,,,A,100.0,IX,0
M,2010,OPN,1107,2010-12,E,,,A,100.0,IX,0
M,2010,OPN,1200,2010-12,F,,,A,101.0,IX,0
M,2010,OPN,1300,2010-12,F,,,A,101.14,IX,0
M,2010,OPN,1310,2010-12,C,,,A,105.4,IX,0
M,2010,OPN,1320,2010-12,N,,,A,101.68,IX,0
M,2010,OPN,1330,2010-12,E,,,A,100.0,IX,0
M,2010,OPN,1390,2010-12,F,,,A,100.68,IX,0
M,2010,OPN,1392,2010-12,F,,,A,101.35,IX,0
M,2010,OPN,1393,2010-12,C,,,A,100.74,IX,0
M,2010,OPN,1396,2010-12,N,,,A,100.0,IX,0
M,2010,OPN,1410,2010-12,E,,,A,100.23,IX,0
M,2010,OPN,1412,2010-12,F,,,A,100.96,IX,0
M,2010,OPN,1413,2010-12,F,,,A,100.0,IX,0
M,2010,OPN,1414,2010-12,C,,,A,100.64,IX,0
M,2010,OPN,1419,2010-12,N,,,A,100.92,IX,0
M,2010,OPN,1430,2010-12,E,,,A,100.0,IX,0
M,2010,OPN,1439,2010-12,F,,,A,100.0,IX,0
M,2010,OPN,1500,2010-12,F,,,A,100.48,IX,0
M,2010,OPN,1510,2010-12,C,,,A,100.42,IX,0
M,2010,OPN,1512,2010-12,N,,,A,100.46,IX,0
M,2010,OPN,1600,2010-12,E,,,A,107.02,IX,0
